Year,Month,Country,CovidDeath,CovidCases,Population,Continent
2021,3,KAZ,534,29591,1.8776707E7,Asia
2021,4,KAZ,685,71565,1.8776707E7,Asia
2021,5,KAZ,552,59322,1.8776707E7,Asia
2021,6,KAZ,2733,43876,1.8776707E7,Asia
2021,7,KAZ,507,85784,1.8776707E7,Asia
2021,8,KAZ,3552,214310,1.8776707E7,Asia
2021,9,KAZ,3306,148220,1.8776707E7,Asia
2021,10,KAZ,1409,67505,1.8776707E7,Asia
2021,11,KAZ,878,47098,1.8776707E7,Asia
2021,12,KAZ,630,28772,1.8776707E7,Asia
2022,1,KAZ,74,72376,1.8776707E7,Asia
2020,1,KEN,0,0,5.37713E7,Africa
2020,2,KEN,0,0,5.37713E7,Africa
2020,3,KEN,0,15,5.37713E7,Africa
2020,4,KEN,14,255,5.37713E7,Africa
2020,5,KEN,36,617,5.37713E7,Africa
2020,6,KEN,53,2707,5.37713E7,Africa
2020,7,KEN,82,6511,5.37713E7,Africa
2020,8,KEN,235,16331,5.37713E7,Africa
2020,9,KEN,177,8667,5.37713E7,Africa
2020,10,KEN,134,4324,5.37713E7,Africa
2020,11,KEN,282,16450,5.37713E7,Africa
2020,12,KEN,439,27439,5.37713E7,Africa
2021,1,KEN,81,4054,5.37713E7,Africa
2021,2,KEN,90,5117,5.37713E7,Africa
2021,3,KEN,261,24241,5.37713E7,Africa
2021,4,KEN,505,26573,5.37713E7,Africa
2021,5,KEN,437,11645,5.37713E7,Africa
2021,6,KEN,397,10643,5.37713E7,Africa
2021,7,KEN,319,13683,5.37713E7,Africa
2021,8,KEN,565,27969,5.37713E7,Africa
2021,9,KEN,566,22998,5.37713E7,Africa
2021,10,KEN,275,7427,5.37713E7,Africa
2021,11,KEN,131,2681,5.37713E7,Africa
2021,12,KEN,23,1604,5.37713E7,Africa
2022,1,KEN,94,17902,5.37713E7,Africa
2020,1,XKX,0,0,1795666.0,Europe
2020,2,XKX,0,0,1795666.0,Europe
2020,3,XKX,1,33,1795666.0,Europe
2020,4,XKX,13,528,1795666.0,Europe
2020,5,XKX,15,424,1795666.0,Europe
2020,6,XKX,4,501,1795666.0,Europe
2020,7,XKX,69,3445,1795666.0,Europe
2020,8,XKX,225,5316,1795666.0,Europe
2020,9,XKX,236,3872,1795666.0,Europe
2020,10,XKX,67,1695,1795666.0,Europe
2020,11,XKX,58,4365,1795666.0,Europe
2020,12,XKX,317,18878,1795666.0,Europe
2021,1,XKX,154,8253,1795666.0,Europe
2021,2,XKX,101,9012,1795666.0,Europe
2021,3,XKX,241,18751,1795666.0,Europe
2021,4,XKX,289,16061,1795666.0,Europe
2021,5,XKX,110,3202,1795666.0,Europe
2021,6,XKX,13,411,1795666.0,Europe
2021,7,XKX,12,251,1795666.0,Europe
2021,8,XKX,22,9081,1795666.0,Europe
2021,9,XKX,523,40274,1795666.0,Europe
2021,10,XKX,163,3139,1795666.0,Europe
2021,11,XKX,6,480,1795666.0,Europe
2021,12,XKX,7,259,1795666.0,Europe
2022,1,XKX,3,5264,1795666.0,Europe
2020,1,KWT,0,0,4270563.0,Asia
2020,2,KWT,0,3,4270563.0,Asia
2020,3,KWT,0,185,4270563.0,Asia
2020,4,KWT,7,1727,4270563.0,Asia
2020,5,KWT,105,12935,4270563.0,Asia
2020,6,KWT,184,21070,4270563.0,Asia
2020,7,KWT,94,18974,4270563.0,Asia
2020,8,KWT,88,16819,4270563.0,Asia
2020,9,KWT,66,17869,4270563.0,Asia
2020,10,KWT,80,17443,4270563.0,Asia
2020,11,KWT,158,19509,4270563.0,Asia
2020,12,KWT,96,15892,4270563.0,Asia
2021,1,KWT,22,13914,4270563.0,Asia
2021,2,KWT,124,25595,4270563.0,Asia
2021,3,KWT,203,37447,4270563.0,Asia
2021,4,KWT,230,38650,4270563.0,Asia
2021,5,KWT,218,32266,4270563.0,Asia
2021,6,KWT,136,39817,4270563.0,Asia
2021,7,KWT,351,46730,4270563.0,Asia
2021,8,KWT,168,20778,4270563.0,Asia
2021,9,KWT,42,4244,4270563.0,Asia
2021,10,KWT,23,1295,4270563.0,Asia
2021,11,KWT,8,765,4270563.0,Asia
2021,12,KWT,3,647,4270563.0,Asia
2022,1,KWT,8,46999,4270563.0,Asia
2020,1,KGZ,0,0,6524191.0,Asia
2020,2,KGZ,0,0,6524191.0,Asia
2020,3,KGZ,0,14,6524191.0,Asia
2020,4,KGZ,7,554,6524191.0,Asia
2020,5,KGZ,7,648,6524191.0,Asia
2020,6,KGZ,13,1156,6524191.0,Asia
2020,7,KGZ,120,8745,6524191.0,Asia
2020,8,KGZ,1327,29060,6524191.0,Asia
2020,9,KGZ,-414,4274,6524191.0,Asia
2020,10,KGZ,6,3184,6524191.0,Asia
2020,11,KGZ,89,12244,6524191.0,Asia
2020,12,KGZ,116,12928,6524191.0,Asia
2021,1,KGZ,52,3200,6524191.0,Asia
2021,2,KGZ,54,1663,6524191.0,Asia
2021,3,KGZ,31,1912,6524191.0,Asia
2021,4,KGZ,87,5867,6524191.0,Asia
2021,5,KGZ,167,8672,6524191.0,Asia
2021,6,KGZ,186,12913,6524191.0,Asia
2021,7,KGZ,249,34701,6524191.0,Asia
2021,8,KGZ,265,22011,6524191.0,Asia
2021,9,KGZ,123,4899,6524191.0,Asia
2021,10,KGZ,46,2110,6524191.0,Asia
2021,11,KGZ,69,2546,6524191.0,Asia
2021,12,KGZ,71,1767,6524191.0,Asia
2022,1,KGZ,28,5641,6524191.0,Asia
2020,1,LAO,0,0,7275556.0,Asia
2020,2,LAO,0,0,7275556.0,Asia
2020,3,LAO,0,0,7275556.0,Asia
2020,4,LAO,0,19,7275556.0,Asia
2020,5,LAO,0,0,7275556.0,Asia
2020,6,LAO,0,0,7275556.0,Asia
2020,7,LAO,0,0,7275556.0,Asia
2020,8,LAO,0,1,7275556.0,Asia
2020,9,LAO,0,2,7275556.0,Asia
2020,10,LAO,0,1,7275556.0,Asia
2020,11,LAO,0,1,7275556.0,Asia
2020,12,LAO,0,15,7275556.0,Asia
2021,1,LAO,0,3,7275556.0,Asia
2021,2,LAO,0,1,7275556.0,Asia
2021,3,LAO,0,4,7275556.0,Asia
2021,4,LAO,0,274,7275556.0,Asia
2021,5,LAO,2,1478,7275556.0,Asia
2021,6,LAO,1,252,7275556.0,Asia
2021,7,LAO,1,1134,7275556.0,Asia
2021,8,LAO,5,6905,7275556.0,Asia
2021,9,LAO,7,7265,7275556.0,Asia
2021,10,LAO,7,9519,7275556.0,Asia
2021,11,LAO,59,20180,7275556.0,Asia
2021,12,LAO,125,32777,7275556.0,Asia
2022,1,LAO,153,16991,7275556.0,Asia
2020,1,LVA,0,0,1907675.0,Europe
2020,2,LVA,0,0,1907675.0,Europe
2020,3,LVA,0,136,1907675.0,Europe
2020,4,LVA,8,592,1907675.0,Europe
2020,5,LVA,12,280,1907675.0,Europe
2020,6,LVA,8,89,1907675.0,Europe
2020,7,LVA,3,76,1907675.0,Europe
2020,8,LVA,1,117,1907675.0,Europe
2020,9,LVA,3,138,1907675.0,Europe
2020,10,LVA,4,658,1907675.0,Europe
2020,11,LVA,41,4050,1907675.0,Europe
2020,12,LVA,153,10839,1907675.0,Europe
2021,1,LVA,635,23742,1907675.0,Europe
2021,2,LVA,405,19945,1907675.0,Europe
2021,3,LVA,249,14854,1907675.0,Europe
2021,4,LVA,247,14276,1907675.0,Europe
2021,5,LVA,248,15629,1907675.0,Europe
2021,6,LVA,147,5865,1907675.0,Europe
2021,7,LVA,51,1349,1907675.0,Europe
2021,8,LVA,14,1963,1907675.0,Europe
2021,9,LVA,65,7071,1907675.0,Europe
2021,10,LVA,230,24083,1907675.0,Europe
2021,11,LVA,865,60548,1907675.0,Europe
2021,12,LVA,698,25505,1907675.0,Europe
2022,1,LVA,167,26773,1907675.0,Europe
2020,1,LBN,0,0,6825442.0,Asia
2020,2,LBN,0,1,6825442.0,Asia
2020,3,LBN,4,247,6825442.0,Asia
2020,4,LBN,17,425,6825442.0,Asia
2020,5,LBN,5,238,6825442.0,Asia
2020,6,LBN,6,535,6825442.0,Asia
2020,7,LBN,4,888,6825442.0,Asia
2020,8,LBN,40,4183,6825442.0,Asia
2020,9,LBN,115,13909,6825442.0,Asia
2020,10,LBN,215,24056,6825442.0,Asia
2020,11,LBN,237,38135,6825442.0,Asia
2020,12,LBN,361,44327,6825442.0,Asia
2021,1,LBN,1583,111774,6825442.0,Asia
2021,2,LBN,1610,73998,6825442.0,Asia
2021,3,LBN,1404,86012,6825442.0,Asia
2021,4,LBN,1046,59877,6825442.0,Asia
2021,5,LBN,535,17579,6825442.0,Asia
2021,6,LBN,124,4131,6825442.0,Asia
2021,7,LBN,84,8293,6825442.0,Asia
2021,8,LBN,73,25608,6825442.0,Asia
2021,9,LBN,223,36163,6825442.0,Asia
2021,10,LBN,204,17467,6825442.0,Asia
2021,11,LBN,161,16449,6825442.0,Asia
2021,12,LBN,229,32172,6825442.0,Asia
2022,1,LBN,229,87437,6825442.0,Asia
2020,1,LSO,0,0,2142252.0,Africa
2020,2,LSO,0,0,2142252.0,Africa
2020,3,LSO,0,0,2142252.0,Africa
2020,4,LSO,0,0,2142252.0,Africa
2020,5,LSO,0,1,2142252.0,Africa
2020,6,LSO,0,3,2142252.0,Africa
2020,7,LSO,2,229,2142252.0,Africa
2020,8,LSO,21,509,2142252.0,Africa
2020,9,LSO,8,406,2142252.0,Africa
2020,10,LSO,8,532,2142252.0,Africa
2020,11,LSO,4,267,2142252.0,Africa
2020,12,LSO,1,162,2142252.0,Africa
2021,1,LSO,95,5072,2142252.0,Africa
2021,2,LSO,132,2213,2142252.0,Africa
2021,3,LSO,23,195,2142252.0,Africa
2021,4,LSO,1,42,2142252.0,Africa
2021,5,LSO,10,94,2142252.0,Africa
2021,6,LSO,3,285,2142252.0,Africa
2021,7,LSO,10,1291,2142252.0,Africa
2021,8,LSO,58,1845,2142252.0,Africa
2021,9,LSO,6,152,2142252.0,Africa
2021,10,LSO,249,7062,2142252.0,Africa
2021,11,LSO,7,228,2142252.0,Africa
2021,12,LSO,4,153,2142252.0,Africa
2022,1,LSO,16,1978,2142252.0,Africa
2020,1,LBR,0,0,5057677.0,Africa
2020,2,LBR,0,0,5057677.0,Africa
2020,3,LBR,0,3,5057677.0,Africa
2020,4,LBR,8,88,5057677.0,Africa
2020,5,LBR,13,135,5057677.0,Africa
2020,6,LBR,11,232,5057677.0,Africa
2020,7,LBR,19,552,5057677.0,Africa
2020,8,LBR,28,227,5057677.0,Africa
2020,9,LBR,3,70,5057677.0,Africa
2020,10,LBR,0,41,5057677.0,Africa
2020,11,LBR,0,78,5057677.0,Africa
2020,12,LBR,1,169,5057677.0,Africa
2021,1,LBR,1,139,5057677.0,Africa
2021,2,LBR,1,71,5057677.0,Africa
2021,3,LBR,0,43,5057677.0,Africa
2021,4,LBR,0,33,5057677.0,Africa
2021,5,LBR,0,56,5057677.0,Africa
2021,6,LBR,10,853,5057677.0,Africa
2021,7,LBR,53,2401,5057677.0,Africa
2021,8,LBR,73,86,5057677.0,Africa
2021,9,LBR,62,269,5057677.0,Africa
2021,10,LBR,3,50,5057677.0,Africa
2021,11,LBR,1,14,5057677.0,Africa
2021,12,LBR,0,9,5057677.0,Africa
2022,1,LBR,0,717,5057677.0,Africa
2020,1,LBY,0,0,6871287.0,Africa
2020,2,LBY,0,0,6871287.0,Africa
2020,3,LBY,0,0,6871287.0,Africa
2020,4,LBY,1,49,6871287.0,Africa
2020,5,LBY,2,16,6871287.0,Africa
2020,6,LBY,5,353,6871287.0,Africa
2020,7,LBY,31,1015,6871287.0,Africa
2020,8,LBY,74,3799,6871287.0,Africa
2020,9,LBY,172,12517,6871287.0,Africa
2020,10,LBY,307,19060,6871287.0,Africa
2020,11,LBY,279,25236,6871287.0,Africa
2020,12,LBY,295,20385,6871287.0,Africa
2021,1,LBY,357,17427,6871287.0,Africa
2021,2,LBY,327,14725,6871287.0,Africa
2021,3,LBY,443,23418,6871287.0,Africa
2021,4,LBY,352,18208,6871287.0,Africa
2021,5,LBY,107,7839,6871287.0,Africa
2021,6,LBY,66,7446,6871287.0,Africa
2021,7,LBY,121,33882,6871287.0,Africa
2021,8,LBY,657,61974,6871287.0,Africa
2021,9,LBY,471,37036,6871287.0,Africa
2021,10,LBY,365,22883,6871287.0,Africa
2021,11,LBY,426,14896,6871287.0,Africa
2021,12,LBY,281,13759,6871287.0,Africa
2022,1,LBY,126,7761,6871287.0,Africa
2020,1,LIE,0,0,38747.0,Europe
2020,2,LIE,0,0,38747.0,Europe
2020,3,LIE,0,48,38747.0,Europe
2020,4,LIE,1,36,38747.0,Europe
2020,5,LIE,0,1,38747.0,Europe
2020,6,LIE,0,0,38747.0,Europe
2020,7,LIE,0,2,38747.0,Europe
2020,8,LIE,0,4,38747.0,Europe
2020,9,LIE,0,19,38747.0,Europe
2020,10,LIE,0,18,38747.0,Europe
2020,11,LIE,2,425,38747.0,Europe
2020,12,LIE,12,722,38747.0,Europe
2021,1,LIE,17,275,38747.0,Europe
2021,2,LIE,2,79,38747.0,Europe
2021,3,LIE,2,88,38747.0,Europe
2021,4,LIE,1,239,38747.0,Europe
2021,5,LIE,1,99,38747.0,Europe
2021,6,LIE,1,26,38747.0,Europe
2021,7,LIE,0,41,38747.0,Europe
2021,8,LIE,0,106,38747.0,Europe
2021,9,LIE,1,215,38747.0,Europe
2021,10,LIE,0,74,38747.0,Europe
2021,11,LIE,1,239,38747.0,Europe
2021,12,LIE,3,1347,38747.0,Europe
2022,1,LIE,2,1057,38747.0,Europe
2020,1,LTU,0,0,2794090.0,Europe
2020,2,LTU,0,0,2794090.0,Europe
2020,3,LTU,0,0,2794090.0,Europe
2020,4,LTU,0,0,2794090.0,Europe
2020,5,LTU,21,378,2794090.0,Europe
2020,6,LTU,8,217,2794090.0,Europe
2020,7,LTU,1,101,2794090.0,Europe
2020,8,LTU,3,390,2794090.0,Europe
2020,9,LTU,5,834,2794090.0,Europe
2020,10,LTU,28,2183,2794090.0,Europe
2020,11,LTU,157,11257,2794090.0,Europe
2020,12,LTU,719,44787,2794090.0,Europe
2021,1,LTU,685,31856,2794090.0,Europe
2021,2,LTU,314,13925,2794090.0,Europe
2021,3,LTU,247,14111,2794090.0,Europe
2021,4,LTU,290,26154,2794090.0,Europe
2021,5,LTU,250,27468,2794090.0,Europe
2021,6,LTU,103,6880,2794090.0,Europe
2021,7,LTU,17,1318,2794090.0,Europe
2021,8,LTU,105,10013,2794090.0,Europe
2021,9,LTU,288,18675,2794090.0,Europe
2021,10,LTU,578,39367,2794090.0,Europe
2021,11,LTU,1091,94007,2794090.0,Europe
2021,12,LTU,1162,96012,2794090.0,Europe
2022,1,LTU,112,50750,2794090.0,Europe
2020,1,LUX,0,0,626108.0,Europe
2020,2,LUX,0,0,626108.0,Europe
2020,3,LUX,6,769,626108.0,Europe
2020,4,LUX,61,2172,626108.0,Europe
2020,5,LUX,25,231,626108.0,Europe
2020,6,LUX,3,91,626108.0,Europe
2020,7,LUX,1,761,626108.0,Europe
2020,8,LUX,11,1889,626108.0,Europe
2020,9,LUX,3,1075,626108.0,Europe
2020,10,LUX,3,1974,626108.0,Europe
2020,11,LUX,32,10120,626108.0,Europe
2020,12,LUX,151,15341,626108.0,Europe
2021,1,LUX,96,3956,626108.0,Europe
2021,2,LUX,80,4864,626108.0,Europe
2021,3,LUX,121,5837,626108.0,Europe
2021,4,LUX,56,5601,626108.0,Europe
2021,5,LUX,30,3492,626108.0,Europe
2021,6,LUX,10,1083,626108.0,Europe
2021,7,LUX,8,2802,626108.0,Europe
2021,8,LUX,9,2185,626108.0,Europe
2021,9,LUX,6,2518,626108.0,Europe
2021,10,LUX,5,2731,626108.0,Europe
2021,11,LUX,12,4887,626108.0,Europe
2021,12,LUX,26,9143,626108.0,Europe
2022,1,LUX,12,22319,626108.0,Europe
2020,1,MDG,0,0,2.7691019E7,Africa
2020,2,MDG,0,0,2.7691019E7,Africa
2020,3,MDG,0,3,2.7691019E7,Africa
2020,4,MDG,0,118,2.7691019E7,Africa
2020,5,MDG,1,183,2.7691019E7,Africa
2020,6,MDG,9,968,2.7691019E7,Africa
2020,7,MDG,25,3595,2.7691019E7,Africa
2020,8,MDG,113,8219,2.7691019E7,Africa
2020,9,MDG,52,2233,2.7691019E7,Africa
2020,10,MDG,32,1239,2.7691019E7,Africa
2020,11,MDG,12,553,2.7691019E7,Africa
2020,12,MDG,7,230,2.7691019E7,Africa
2021,1,MDG,19,1298,2.7691019E7,Africa
2021,2,MDG,16,766,2.7691019E7,Africa
2021,3,MDG,90,3754,2.7691019E7,Africa
2021,4,MDG,206,11677,2.7691019E7,Africa
2021,5,MDG,207,5614,2.7691019E7,Africa
2021,6,MDG,101,1247,2.7691019E7,Africa
2021,7,MDG,35,394,2.7691019E7,Africa
2021,8,MDG,15,285,2.7691019E7,Africa
2021,9,MDG,6,82,2.7691019E7,Africa
2021,10,MDG,3,726,2.7691019E7,Africa
2021,11,MDG,4,22,2.7691019E7,Africa
2021,12,MDG,3,698,2.7691019E7,Africa
2022,1,MDG,102,3393,2.7691019E7,Africa
2020,1,MWI,0,0,1.9129955E7,Africa
2020,2,MWI,0,0,1.9129955E7,Africa
2020,3,MWI,0,0,1.9129955E7,Africa
2020,4,MWI,2,17,1.9129955E7,Africa
2020,5,MWI,1,53,1.9129955E7,Africa
2020,6,MWI,3,477,1.9129955E7,Africa
2020,7,MWI,32,1817,1.9129955E7,Africa
2020,8,MWI,108,2294,1.9129955E7,Africa
2020,9,MWI,29,956,1.9129955E7,Africa
2020,10,MWI,4,172,1.9129955E7,Africa
2020,11,MWI,5,146,1.9129955E7,Africa
2020,12,MWI,1,93,1.9129955E7,Africa
2021,1,MWI,517,17521,1.9129955E7,Africa
2021,2,MWI,332,7580,1.9129955E7,Africa
2021,3,MWI,70,1536,1.9129955E7,Africa
2021,4,MWI,33,535,1.9129955E7,Africa
2021,5,MWI,6,268,1.9129955E7,Africa
2021,6,MWI,18,630,1.9129955E7,Africa
2021,7,MWI,167,8556,1.9129955E7,Africa
2021,8,MWI,630,14613,1.9129955E7,Africa
2021,9,MWI,270,3030,1.9129955E7,Africa
2021,10,MWI,52,563,1.9129955E7,Africa
2021,11,MWI,12,139,1.9129955E7,Africa
2021,12,MWI,5,166,1.9129955E7,Africa
2022,1,MWI,95,6653,1.9129955E7,Africa
2020,1,MYS,0,4,3.2365998E7,Asia
2020,2,MYS,0,18,3.2365998E7,Asia
2020,3,MYS,10,1284,3.2365998E7,Asia
2020,4,MYS,79,4083,3.2365998E7,Asia
2020,5,MYS,24,1505,3.2365998E7,Asia
2020,6,MYS,8,1559,3.2365998E7,Asia
2020,7,MYS,1,265,3.2365998E7,Asia
2020,8,MYS,3,365,3.2365998E7,Asia
2020,9,MYS,3,314,3.2365998E7,Asia
2020,10,MYS,9,2984,3.2365998E7,Asia
2020,11,MYS,112,20124,3.2365998E7,Asia
2020,12,MYS,108,31980,3.2365998E7,Asia
2021,1,MYS,259,94141,3.2365998E7,Asia
2021,2,MYS,370,85793,3.2365998E7,Asia
2021,3,MYS,125,41192,3.2365998E7,Asia
2021,4,MYS,181,50998,3.2365998E7,Asia
2021,5,MYS,812,125658,3.2365998E7,Asia
2021,6,MYS,2229,182419,3.2365998E7,Asia
2021,7,MYS,2671,226514,3.2365998E7,Asia
2021,8,MYS,5362,477366,3.2365998E7,Asia
2021,9,MYS,8201,574799,3.2365998E7,Asia
2021,10,MYS,6618,359896,3.2365998E7,Asia
2021,11,MYS,1962,166715,3.2365998E7,Asia
2021,12,MYS,1323,152463,3.2365998E7,Asia
2022,1,MYS,261,43993,3.2365998E7,Asia
2020,1,MDV,0,0,540542.0,Asia
2020,2,MDV,0,0,540542.0,Asia
2020,3,MDV,0,13,540542.0,Asia
2020,4,MDV,0,39,540542.0,Asia
2020,5,MDV,4,1042,540542.0,Asia
2020,6,MDV,4,941,540542.0,Asia
2020,7,MDV,5,696,540542.0,Asia
2020,8,MDV,6,2310,540542.0,Asia
2020,9,MDV,10,3543,540542.0,Asia
2020,10,MDV,5,1946,540542.0,Asia
2020,11,MDV,4,1171,540542.0,Asia
2020,12,MDV,8,1293,540542.0,Asia
2021,1,MDV,4,1974,540542.0,Asia
2021,2,MDV,10,3952,540542.0,Asia
2021,3,MDV,4,3444,540542.0,Asia
2021,4,MDV,5,4637,540542.0,Asia
2021,5,MDV,58,28050,540542.0,Asia
2021,6,MDV,77,15972,540542.0,Asia
2021,7,MDV,10,3983,540542.0,Asia
2021,8,MDV,6,3258,540542.0,Asia
2021,9,MDV,5,3685,540542.0,Asia
2021,10,MDV,7,2726,540542.0,Asia
2021,11,MDV,11,3269,540542.0,Asia
2021,12,MDV,10,3394,540542.0,Asia
2022,1,MDV,3,7529,540542.0,Asia
2020,1,MLI,0,0,2.0250834E7,Africa
2020,2,MLI,0,0,2.0250834E7,Africa
2020,3,MLI,0,0,2.0250834E7,Africa
2020,4,MLI,14,224,2.0250834E7,Africa
2020,5,MLI,38,636,2.0250834E7,Africa
2020,6,MLI,52,949,2.0250834E7,Africa
2020,7,MLI,17,602,2.0250834E7,Africa
2020,8,MLI,4,156,2.0250834E7,Africa
2020,9,MLI,2,275,2.0250834E7,Africa
2020,10,MLI,4,342,2.0250834E7,Africa
2020,11,MLI,5,361,2.0250834E7,Africa
2020,12,MLI,13,1114,2.0250834E7,Africa
2021,1,MLI,52,847,2.0250834E7,Africa
2021,2,MLI,23,276,2.0250834E7,Africa
2021,3,MLI,26,1495,2.0250834E7,Africa
2021,4,MLI,88,3756,2.0250834E7,Africa
2021,5,MLI,47,614,2.0250834E7,Africa
2021,6,MLI,10,140,2.0250834E7,Africa
2021,7,MLI,6,132,2.0250834E7,Africa
2021,8,MLI,5,182,2.0250834E7,Africa
2021,9,MLI,8,288,2.0250834E7,Africa
2021,10,MLI,10,488,2.0250834E7,Africa
2021,11,MLI,23,900,2.0250834E7,Africa
2021,12,MLI,42,1544,2.0250834E7,Africa
2022,1,MLI,23,7036,2.0250834E7,Africa
2020,1,MLT,0,0,514564.0,Europe
2020,2,MLT,0,0,514564.0,Europe
2020,3,MLT,0,107,514564.0,Europe
2020,4,MLT,3,321,514564.0,Europe
2020,5,MLT,3,127,514564.0,Europe
2020,6,MLT,3,95,514564.0,Europe
2020,7,MLT,0,24,514564.0,Europe
2020,8,MLT,0,437,514564.0,Europe
2020,9,MLT,5,1145,514564.0,Europe
2020,10,MLT,25,1252,514564.0,Europe
2020,11,MLT,22,3052,514564.0,Europe
2020,12,MLT,74,3287,514564.0,Europe
2021,1,MLT,52,4485,514564.0,Europe
2021,2,MLT,47,4504,514564.0,Europe
2021,3,MLT,72,6291,514564.0,Europe
2021,4,MLT,25,1290,514564.0,Europe
2021,5,MLT,4,320,514564.0,Europe
2021,6,MLT,3,87,514564.0,Europe
2021,7,MLT,0,1978,514564.0,Europe
2021,8,MLT,11,2839,514564.0,Europe
2021,9,MLT,18,1236,514564.0,Europe
2021,10,MLT,10,513,514564.0,Europe
2021,11,MLT,3,531,514564.0,Europe
2021,12,MLT,6,2160,514564.0,Europe
2022,1,MLT,27,8120,514564.0,Europe
2020,1,MHL,0,0,59194.0,Oceania
2020,2,MHL,0,0,59194.0,Oceania
2020,3,MHL,0,0,59194.0,Oceania
2020,4,MHL,0,0,59194.0,Oceania
2020,5,MHL,0,0,59194.0,Oceania
2020,6,MHL,0,0,59194.0,Oceania
2020,7,MHL,0,0,59194.0,Oceania
2020,8,MHL,0,0,59194.0,Oceania
2020,9,MHL,0,0,59194.0,Oceania
2020,10,MHL,0,0,59194.0,Oceania
2020,11,MHL,0,1,59194.0,Oceania
2020,12,MHL,0,3,59194.0,Oceania
2021,1,MHL,0,0,59194.0,Oceania
2021,2,MHL,0,0,59194.0,Oceania
2021,3,MHL,0,0,59194.0,Oceania
2021,4,MHL,0,0,59194.0,Oceania
2021,5,MHL,0,0,59194.0,Oceania
2021,6,MHL,0,0,59194.0,Oceania
2021,7,MHL,0,0,59194.0,Oceania
2021,8,MHL,0,0,59194.0,Oceania
2021,9,MHL,0,0,59194.0,Oceania
2021,10,MHL,0,0,59194.0,Oceania
2021,11,MHL,0,0,59194.0,Oceania
2021,12,MHL,0,0,59194.0,Oceania
2022,1,MHL,0,0,59194.0,Oceania
2020,1,MRT,0,0,4649660.0,Africa
2020,2,MRT,0,0,4649660.0,Africa
2020,3,MRT,0,2,4649660.0,Africa
2020,4,MRT,1,5,4649660.0,Africa
2020,5,MRT,3,55,4649660.0,Africa
2020,6,MRT,83,1721,4649660.0,Africa
2020,7,MRT,57,3343,4649660.0,Africa
2020,8,MRT,13,1372,4649660.0,Africa
2020,9,MRT,3,636,4649660.0,Africa
2020,10,MRT,1,386,4649660.0,Africa
2020,11,MRT,2,197,4649660.0,Africa
2020,12,MRT,12,832,4649660.0,Africa
2021,1,MRT,63,1749,4649660.0,Africa
2021,2,MRT,16,587,4649660.0,Africa
2021,3,MRT,11,615,4649660.0,Africa
2021,4,MRT,6,447,4649660.0,Africa
2021,5,MRT,4,957,4649660.0,Africa
2021,6,MRT,22,1139,4649660.0,Africa
2021,7,MRT,28,2220,4649660.0,Africa
2021,8,MRT,126,7095,4649660.0,Africa
2021,9,MRT,120,5275,4649660.0,Africa
2021,10,MRT,31,1536,4649660.0,Africa
2021,11,MRT,16,1245,4649660.0,Africa
2021,12,MRT,37,1851,4649660.0,Africa
2022,1,MRT,36,12809,4649660.0,Africa
2020,1,MUS,0,0,1271767.0,Africa
2020,2,MUS,0,0,1271767.0,Africa
2020,3,MUS,2,28,1271767.0,Africa
2020,4,MUS,7,300,1271767.0,Africa
2020,5,MUS,1,4,1271767.0,Africa
2020,6,MUS,0,5,1271767.0,Africa
2020,7,MUS,0,5,1271767.0,Africa
2020,8,MUS,0,2,1271767.0,Africa
2020,9,MUS,0,12,1271767.0,Africa
2020,10,MUS,0,25,1271767.0,Africa
2020,11,MUS,0,65,1271767.0,Africa
2020,12,MUS,0,55,1271767.0,Africa
2021,1,MUS,0,38,1271767.0,Africa
2021,2,MUS,0,41,1271767.0,Africa
2021,3,MUS,0,260,1271767.0,Africa
2021,4,MUS,6,336,1271767.0,Africa
2021,5,MUS,1,116,1271767.0,Africa
2021,6,MUS,1,358,1271767.0,Africa
2021,7,MUS,1,855,1271767.0,Africa
2021,8,MUS,2,3631,1271767.0,Africa
2021,9,MUS,22,7123,1271767.0,Africa
2021,10,MUS,67,3002,1271767.0,Africa
2021,11,MUS,103,2240,1271767.0,Africa
2021,12,MUS,381,37775,1271767.0,Africa
2022,1,MUS,0,1356,1271767.0,Africa
2020,1,MEX,0,1,1.28932753E8,America
2020,2,MEX,0,3,1.28932753E8,America
2020,3,MEX,2,895,1.28932753E8,America
2020,4,MEX,684,12831,1.28932753E8,America
2020,5,MEX,4491,53978,1.28932753E8,America
2020,6,MEX,11964,114370,1.28932753E8,America
2020,7,MEX,17865,162963,1.28932753E8,America
2020,8,MEX,17292,184145,1.28932753E8,America
2020,9,MEX,15260,149449,1.28932753E8,America
2020,10,MEX,11530,124151,1.28932753E8,America
2020,11,MEX,12807,126606,1.28932753E8,America
2020,12,MEX,13760,177679,1.28932753E8,America
2021,1,MEX,31887,420953,1.28932753E8,America
2021,2,MEX,27052,219573,1.28932753E8,America
2021,3,MEX,15674,138561,1.28932753E8,America
2021,4,MEX,13287,101692,1.28932753E8,America
2021,5,MEX,6582,67773,1.28932753E8,America
2021,6,MEX,9549,81244,1.28932753E8,America
2021,7,MEX,5225,185893,1.28932753E8,America
2021,8,MEX,12183,443994,1.28932753E8,America
2021,9,MEX,19317,407605,1.28932753E8,America
2021,10,MEX,14258,209199,1.28932753E8,America
2021,11,MEX,7507,101544,1.28932753E8,America
