Year,Month,Country,CountryCode,Continent,Population ,Unemployment rate total,Unemployment rate men,Unemployment rate women,Unemployment rate 14-24yo,Unemployment rate 14-24yo men,Unemployment rate 14-24yo women,Unemployment rate 25-75yo,Unemployment rate 25-75yo men,Unemployment rate 25-75yo women,CovidDeath,CovidCases,Recent graduates employment rate total (20-34yo),Recent graduates employment rate men,Recent graduates employment rate women
2015,2,Ireland,IRL,,,10.7,,,22.7,,,9.0,,,,,77.9,77.7,78.2
2010,7,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,8,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,5,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,6,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2015,9,Ireland,IRL,,,9.6,,,19.7,,,8.2,,,,,77.9,77.7,78.2
2010,9,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,3,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,4,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,1,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2010,2,Iceland,ISL,,,,,,,,,,,,,,83.8,85.8,82
2020,12,Sao Tome and Principe,STP,Africa,219161.0,,,,,,,,,,1,40,,,
2020,10,Sao Tome and Principe,STP,Africa,219161.0,,,,,,,,,,0,15,,,
2020,11,Sao Tome and Principe,STP,Africa,219161.0,,,,,,,,,,1,36,,,
2008,10,Estonia,EST,,,6.9,,,14.3,,,5.9,,,,,,,
2015,12,Czech Republic,CZE,,,,,,,,,,,,,,82.2,90.3,75
2015,11,Czech Republic,CZE,,,,,,,,,,,,,,82.2,90.3,75
2015,10,Czech Republic,CZE,,,,,,,,,,,,,,82.2,90.3,75
2020,7,Grenada,GRD,America,112519.0,,,,,,,,,,0,0,,,
2020,8,Grenada,GRD,America,112519.0,,,,,,,,,,0,1,,,
2020,5,Grenada,GRD,America,112519.0,,,,,,,,,,0,8,,,
2020,6,Grenada,GRD,America,112519.0,,,,,,,,,,0,1,,,
2020,9,Grenada,GRD,America,112519.0,,,,,,,,,,0,0,,,
2022,1,Thailand,THA,Asia,6.9799978E7,,,,,,,,,,200,98929,,,
2021,12,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,84,,,
2014,2,Netherlands,NLD,,,7.9,,,13.8,,,6.8,,,,,86.2,87.3,85.3
2020,3,Grenada,GRD,America,112519.0,,,,,,,,,,0,1,,,
2014,1,Netherlands,NLD,,,7.8,,,13.5,,,6.7,,,,,86.2,87.3,85.3
2020,4,Grenada,GRD,America,112519.0,,,,,,,,,,0,13,,,
2014,4,Netherlands,NLD,,,7.7,,,13.2,,,6.7,,,,,86.2,87.3,85.3
2020,1,Grenada,GRD,America,112519.0,,,,,,,,,,0,0,,,
2021,11,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,6,107,,,
2014,3,Netherlands,NLD,,,7.8,,,13.6,,,6.8,,,,,86.2,87.3,85.3
2020,2,Grenada,GRD,America,112519.0,,,,,,,,,,0,0,,,
2021,10,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,12,404,,,
2014,6,Netherlands,NLD,,,7.4,,,12.8,,,6.4,,,,,86.2,87.3,85.3
2013,3,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2014,5,Netherlands,NLD,,,7.6,,,13.0,,,6.6,,,,,86.2,87.3,85.3
2013,4,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2014,8,Netherlands,NLD,,,7.2,,,12.4,,,6.2,,,,,86.2,87.3,85.3
2013,1,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2014,7,Netherlands,NLD,,,7.3,,,12.8,,,6.3,,,,,86.2,87.3,85.3
2013,2,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2020,12,Burkina Faso,BFA,Africa,2.0903278E7,,,,,,,,,,1,356,,,
2013,7,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2014,9,Netherlands,NLD,,,7.1,,,12.0,,,6.2,,,,,86.2,87.3,85.3
2013,8,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2020,10,Burkina Faso,BFA,Africa,2.0903278E7,,,,,,,,,,4,715,,,
2013,5,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2020,11,Burkina Faso,BFA,Africa,2.0903278E7,,,,,,,,,,8,333,,,
2013,6,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2017,12,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,50,55.1,45.2
2017,11,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,50,55.1,45.2
2017,10,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,50,55.1,45.2
2013,9,Sweden,SWE,,,,,,,,,,,,,,84.9,85.2,84.5
2022,1,Puerto Rico,PRI,America,2860840.0,,,,,,,,,,206,115319,,,
2015,9,Spain,ESP,,,21.4,,,47.6,,,19.5,,,,,65.2,65.3,65.2
2015,8,Spain,ESP,,,21.6,,,48.0,,,19.6,,,,,65.2,65.3,65.2
2007,1,Slovenia,SVN,,,5.4,,,10.2,,,4.8,,,,,,,
2007,2,Slovenia,SVN,,,5.3,,,10.2,,,4.7,,,,,,,
2007,3,Slovenia,SVN,,,5.1,,,10.2,,,4.6,,,,,,,
2007,4,Slovenia,SVN,,,4.9,,,9.0,,,4.5,,,,,,,
2007,5,Slovenia,SVN,,,4.8,,,9.0,,,4.3,,,,,,,
2015,1,Spain,ESP,,,23.5,,,51.2,,,21.4,,,,,65.2,65.3,65.2
2015,3,Spain,ESP,,,22.9,,,49.8,,,21.0,,,,,65.2,65.3,65.2
2015,2,Spain,ESP,,,23.2,,,50.4,,,21.2,,,,,65.2,65.3,65.2
2015,5,Spain,ESP,,,22.4,,,48.5,,,20.5,,,,,65.2,65.3,65.2
2015,4,Spain,ESP,,,22.7,,,48.9,,,20.7,,,,,65.2,65.3,65.2
2015,7,Spain,ESP,,,21.9,,,48.1,,,19.9,,,,,65.2,65.3,65.2
2015,6,Spain,ESP,,,22.2,,,48.0,,,20.4,,,,,65.2,65.3,65.2
2014,1,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2014,2,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2014,3,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2020,1,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,0,,,
2014,4,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2020,2,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,0,,,
2014,5,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2020,3,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,0,,,
2014,6,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2007,6,Slovenia,SVN,,,4.8,,,9.0,,,4.2,,,,,,,
2020,4,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,10,67,,,
2007,7,Slovenia,SVN,,,4.7,,,9.7,,,4.1,,,,,,,
2020,5,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,5,10,,,
2007,8,Slovenia,SVN,,,4.6,,,9.7,,,4.0,,,,,,,
2020,6,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,0,,,
2007,9,Slovenia,SVN,,,4.5,,,9.7,,,4.0,,,,,,,
2020,7,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,0,1,,,
2020,8,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,2,111,,,
2020,9,Sint Maarten (Dutch part),SXM,America,42882.0,,,,,,,,,,2,322,,,
2021,6,Jersey,JEY,Europe,107796.0,,,,,,,,,,0,75,,,
2021,5,Jersey,JEY,Europe,107796.0,,,,,,,,,,0,5,,,
2021,8,Jersey,JEY,Europe,107796.0,,,,,,,,,,5,2354,,,
2010,8,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2021,7,Jersey,JEY,Europe,107796.0,,,,,,,,,,0,3250,,,
2010,9,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2021,2,Jersey,JEY,Europe,107796.0,,,,,,,,,,3,65,,,
2021,1,Jersey,JEY,Europe,107796.0,,,,,,,,,,22,331,,,
2021,4,Jersey,JEY,Europe,107796.0,,,,,,,,,,0,8,,,
2021,3,Jersey,JEY,Europe,107796.0,,,,,,,,,,0,8,,,
2010,2,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2014,7,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2010,3,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2014,8,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2014,9,Romania,ROU,,,,,,,,,,,,,,66.2,70.6,61.7
2010,1,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2010,6,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2021,9,Jersey,JEY,Europe,107796.0,,,,,,,,,,4,765,,,
2010,7,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2010,4,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2010,5,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2011,12,Latvia,LVA,,,15.3,,,28.1,,,13.9,,,,,71.6,71.7,71.6
2011,10,Latvia,LVA,,,15.4,,,29.2,,,13.9,,,,,71.6,71.7,71.6
2011,11,Latvia,LVA,,,15.4,,,28.3,,,13.9,,,,,71.6,71.7,71.6
2021,12,Estonia,EST,Europe,1328976.0,,,,,,,,,,207,19421,,,
2008,11,Estonia,EST,,,7.6,,,16.8,,,6.4,,,,,,,
2021,11,Estonia,EST,Europe,1328976.0,,,,,,,,,,140,30229,,,
2008,12,Estonia,EST,,,9.3,,,22.3,,,7.6,,,,,,,
2021,10,Estonia,EST,Europe,1328976.0,5.7,6.9,4.4,15.3,18.4,12.1,4.9,6.0,3.9,86,18467,,,
2021,9,Georgia,GEO,Europe,3989175.0,,,,,,,,,,1827,100237,,,
2021,8,Georgia,GEO,Europe,3989175.0,,,,,,,,,,840,93249,,,
2021,5,Georgia,GEO,Europe,3989175.0,,,,,,,,,,596,33689,,,
2021,4,Georgia,GEO,Europe,3989175.0,,,,,,,,,,292,23971,,,
2021,7,Georgia,GEO,Europe,3989175.0,,,,,,,,,,406,29448,,,
2021,6,Georgia,GEO,Europe,3989175.0,,,,,,,,,,521,20920,,,
2020,11,Sierra Leone,SLE,Africa,7976985.0,,,,,,,,,,2,97,,,
2020,7,Uruguay,URY,America,3473727.0,,,,,,,,,,8,139,,,
2020,12,Sierra Leone,SLE,Africa,7976985.0,,,,,,,,,,0,45,,,
2020,6,Uruguay,URY,America,3473727.0,,,,,,,,,,3,114,,,
2020,5,Uruguay,URY,America,3473727.0,,,,,,,,,,10,206,,,
2020,4,Uruguay,URY,America,3473727.0,,,,,,,,,,10,370,,,
2020,3,Uruguay,URY,America,3473727.0,,,,,,,,,,0,158,,,
2021,10,Peru,PER,America,3.2971846E7,,,,,,,,,,904,23318,,,
2020,2,Uruguay,URY,America,3473727.0,,,,,,,,,,0,0,,,
2020,1,Uruguay,URY,America,3473727.0,,,,,,,,,,0,0,,,
2018,11,Norway,NOR,,,,,,,,,,,,,,90.9,90.3,91.5
2018,12,Norway,NOR,,,,,,,,,,,,,,90.9,90.3,91.5
2020,9,Uruguay,URY,America,3473727.0,,,,,,,,,,8,326,,,
2020,8,Uruguay,URY,America,3473727.0,,,,,,,,,,6,366,,,
2018,10,Norway,NOR,,,,,,,,,,,,,,90.9,90.3,91.5
2021,1,Georgia,GEO,Europe,3989175.0,,,,,,,,,,566,28588,,,
2021,3,Georgia,GEO,Europe,3989175.0,,,,,,,,,,231,9383,,,
2021,2,Georgia,GEO,Europe,3989175.0,,,,,,,,,,326,12567,,,
2020,10,Sierra Leone,SLE,Africa,7976985.0,,,,,,,,,,1,215,,,
2007,2,Portugal,PRT,,,9.8,,,22.5,,,8.2,,,,,,,
2014,7,Luxembourg,LUX,,,6.0,,,22.6,,,4.9,,,,,83.8,82.7,84.6
2007,1,Portugal,PRT,,,9.7,,,22.3,,,8.2,,,,,,,
2014,6,Luxembourg,LUX,,,6.0,,,22.0,,,5.0,,,,,83.8,82.7,84.6
2007,4,Portugal,PRT,,,9.9,,,22.0,,,8.4,,,,,,,
2014,9,Luxembourg,LUX,,,6.1,,,22.8,,,5.0,,,,,83.8,82.7,84.6
2007,3,Portugal,PRT,,,9.7,,,22.3,,,8.2,,,,,,,
2014,8,Luxembourg,LUX,,,6.0,,,22.5,,,4.9,,,,,83.8,82.7,84.6
2007,6,Portugal,PRT,,,9.6,,,21.6,,,8.3,,,,,,,
2014,3,Luxembourg,LUX,,,6.0,,,18.6,,,5.1,,,,,83.8,82.7,84.6
2007,5,Portugal,PRT,,,9.7,,,21.5,,,8.4,,,,,,,
2014,2,Luxembourg,LUX,,,5.9,,,17.9,,,5.1,,,,,83.8,82.7,84.6
2007,8,Portugal,PRT,,,9.6,,,21.2,,,8.3,,,,,,,
2014,5,Luxembourg,LUX,,,6.0,,,21.9,,,5.0,,,,,83.8,82.7,84.6
2020,10,Taiwan -  Province of China,TWN,Asia,2.3816775E7,,,,,,,,,,0,24,,,
2007,7,Portugal,PRT,,,9.7,,,21.8,,,8.2,,,,,,,
2014,4,Luxembourg,LUX,,,5.9,,,20.5,,,5.0,,,,,83.8,82.7,84.6
2020,11,Taiwan -  Province of China,TWN,Asia,2.3816775E7,,,,,,,,,,0,46,,,
2007,9,Portugal,PRT,,,9.4,,,20.2,,,8.1,,,,,,,
2014,1,Luxembourg,LUX,,,6.0,,,17.7,,,5.2,,,,,83.8,82.7,84.6
2013,10,Germany,DEU,,,5.1,,,7.9,,,4.8,,,,,89.7,91.2,88
2021,9,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,140,3156,,,
2021,8,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,32,508,,,
2021,7,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,60,716,,,
2021,1,Belize,BLZ,America,397621.0,,,,,,,,,,52,1044,,,
2020,12,Taiwan -  Province of China,TWN,Asia,2.3816775E7,,,,,,,,,,0,112,,,
2021,2,Belize,BLZ,America,397621.0,,,,,,,,,,12,368,,,
2013,11,Germany,DEU,,,5.1,,,8.0,,,4.8,,,,,89.7,91.2,88
2013,12,Germany,DEU,,,5.1,,,8.0,,,4.8,,,,,89.7,91.2,88
2021,2,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,106,1510,,,
2021,1,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,192,2338,,,
2021,6,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,111,1001,,,
2021,5,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,197,1982,,,
2021,4,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,298,3637,,,
2021,3,Syrian Arab Republic,SYR,Asia,1.7500657E7,,,,,,,,,,212,2940,,,
2021,5,Belize,BLZ,America,397621.0,,,,,,,,,,2,165,,,
2020,9,Hungary,HUN,Europe,9769526.0,,,,,,,,,,22,4222,82.2,86.8,77.4
2021,6,Belize,BLZ,America,397621.0,,,,,,,,,,6,275,,,
2021,3,Belize,BLZ,America,397621.0,,,,,,,,,,3,98,,,
2021,4,Belize,BLZ,America,397621.0,,,,,,,,,,4,188,,,
2021,9,Belize,BLZ,America,397621.0,,,,,,,,,,38,2920,,,
2020,5,Hungary,HUN,Europe,9769526.0,,,,,,,,,,260,1556,82.2,86.8,77.4
2020,6,Hungary,HUN,Europe,9769526.0,,,,,,,,,,99,540,82.2,86.8,77.4
2021,7,Belize,BLZ,America,397621.0,,,,,,,,,,3,733,,,
2020,7,Hungary,HUN,Europe,9769526.0,,,,,,,,,,32,176,82.2,86.8,77.4
2021,8,Belize,BLZ,America,397621.0,,,,,,,,,,12,1075,,,
2020,8,Hungary,HUN,Europe,9769526.0,,,,,,,,,,10,485,82.2,86.8,77.4
2020,1,Hungary,HUN,Europe,9769526.0,,,,,,,,,,0,0,82.2,86.8,77.4
2021,9,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,65,5950,,,
2020,2,Hungary,HUN,Europe,9769526.0,,,,,,,,,,0,0,82.2,86.8,77.4
2021,8,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,4,2437,,,
2020,3,Hungary,HUN,Europe,9769526.0,,,,,,,,,,7,165,82.2,86.8,77.4
2021,7,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,7,1421,,,
2020,4,Hungary,HUN,Europe,9769526.0,,,,,,,,,,197,1809,82.2,86.8,77.4
2021,6,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,6,3070,,,
2021,1,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,0,26,,,
2021,5,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,10,3829,,,
2021,4,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,3,1317,,,
2021,3,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,0,378,,,
2021,2,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,0,43,,,
2022,1,Afghanistan,AFG,Asia,3.8928341E7,,,,,,,,,,18,581,,,
2020,10,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,2,,,
2020,11,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,0,,,
2020,12,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,3,,,
2020,10,Grenada,GRD,America,112519.0,,,,,,,,,,0,0,,,
2020,11,Grenada,GRD,America,112519.0,,,,,,,,,,0,4,,,
2020,12,Grenada,GRD,America,112519.0,,,,,,,,,,0,13,,,
2021,9,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,4,809,,,
2021,3,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,3,,,
2021,4,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,0,,,
2021,1,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,5,,,
2021,2,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,3,,,
2021,7,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,2,209,,,
2021,8,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,105,,,
2012,10,Poland,POL,,,,,,,,,,,,,,73.3,78.7,68.2
2021,5,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,0,16,,,
2012,11,Poland,POL,,,,,,,,,,,,,,73.3,78.7,68.2
2021,6,Saint Kitts and Nevis,KNA,America,53192.0,,,,,,,,,,1,281,,,
2012,12,Poland,POL,,,,,,,,,,,,,,73.3,78.7,68.2
2014,10,Netherlands,NLD,,,7.1,,,12.0,,,6.2,,,,,86.2,87.3,85.3
2014,11,Netherlands,NLD,,,7.1,,,11.9,,,6.3,,,,,86.2,87.3,85.3
2014,12,Netherlands,NLD,,,7.2,,,11.8,,,6.4,,,,,86.2,87.3,85.3
2021,9,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,123,4899,,,
2021,2,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,54,1663,,,
2021,1,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,52,3200,,,
2021,4,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,87,5867,,,
2021,3,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,31,1912,,,
2021,6,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,186,12913,,,
2021,5,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,167,8672,,,
2021,8,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,265,22011,,,
2021,7,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,249,34701,,,
2017,9,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,3,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,4,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,1,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,2,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,7,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,8,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,5,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2017,6,Malta,MLT,,,,,,,,,,,,,,93.8,91.4,95.7
2021,2,Cyprus,CYP,Europe,888005.0,7.5,8.2,6.7,18.6,25.3,10.5,6.4,6.3,6.4,44,3561,,,
2021,1,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,7,,,
2021,1,Cyprus,CYP,Europe,888005.0,,,,,,,,,,84,6414,,,
2021,4,Cyprus,CYP,Europe,888005.0,8.7,7.2,10.4,19.9,14.2,25.4,8.0,6.8,9.4,65,17509,,,
2021,3,Cyprus,CYP,Europe,888005.0,7.8,7.8,7.8,18.6,25.3,10.5,6.9,6.5,7.3,26,9432,,,
2021,6,Cyprus,CYP,Europe,888005.0,9.4,8.3,10.7,19.9,14.2,25.4,8.2,7.5,9.0,26,1830,,,
2021,5,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,1,,,
2021,5,Cyprus,CYP,Europe,888005.0,10.1,8.1,12.3,19.9,14.2,25.4,9.1,7.6,10.7,65,9576,,,
2021,4,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,3,,,
2021,8,Cyprus,CYP,Europe,888005.0,6.8,6.8,6.8,15.0,14.5,15.6,6.1,6.2,6.0,88,18328,,,
2021,3,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,63,,,
2021,7,Cyprus,CYP,Europe,888005.0,7.2,7.0,7.4,15.0,14.5,15.6,6.4,6.4,6.4,14,20101,,,
2021,2,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,11,,,
2021,9,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,1,823,,,
2021,9,Cyprus,CYP,Europe,888005.0,6.2,6.4,6.0,15.0,14.5,15.6,5.5,5.7,5.2,76,6593,,,
2021,8,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,5,,,
2021,7,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,0,,,
2022,1,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,136,,,
2021,6,New Caledonia,NCL,Oceania,285491.0,,,,,,,,,,0,4,,,
2020,12,Curaçao,CUW,America,164100.0,,,,,,,,,,3,1377,,,
2021,11,Colombia,COL,America,5.0882884E7,,,,,,,,,,916,43634,,,
2020,10,Curaçao,CUW,America,164100.0,,,,,,,,,,0,360,,,
2021,10,Colombia,COL,America,5.0882884E7,,,,,,,,,,968,41762,,,
2020,11,Curaçao,CUW,America,164100.0,,,,,,,,,,0,535,,,
2021,12,Colombia,COL,America,5.0882884E7,,,,,,,,,,1250,65803,,,
2021,12,Botswana,BWA,Africa,2351625.0,,,,,,,,,,12,2367,,,
2020,10,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,133,15084,,,
2012,12,Switzerland,CHE,,,,,,,,,,,,,,86.8,86.3,87.5
2020,11,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,87,8297,,,
2020,12,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,38,5714,,,
2012,10,Switzerland,CHE,,,,,,,,,,,,,,86.8,86.3,87.5
2012,11,Switzerland,CHE,,,,,,,,,,,,,,86.8,86.3,87.5
2021,11,Botswana,BWA,Africa,2351625.0,,,,,,,,,,31,12497,,,
2021,10,Botswana,BWA,Africa,2351625.0,,,,,,,,,,51,16773,,,
2022,1,Brazil,BRA,America,2.12559409E8,,,,,,,,,,2511,754381,,,
2021,10,Afghanistan,AFG,Asia,3.8928341E7,,,,,,,,,,57,1360,,,
2021,11,Afghanistan,AFG,Asia,3.8928341E7,,,,,,,,,,62,857,,,
2021,12,Afghanistan,AFG,Asia,3.8928341E7,,,,,,,,,,23,1068,,,
2021,11,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,69,2546,,,
2021,12,Cuba,CUB,America,1.1326616E7,,,,,,,,,,45,6742,,,
2021,10,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,46,2110,,,
2021,12,Kyrgyzstan,KGZ,Asia,6524191.0,,,,,,,,,,71,1767,,,
2021,11,Cuba,CUB,America,1.1326616E7,,,,,,,,,,374,35124,,,
2021,10,Cuba,CUB,America,1.1326616E7,,,,,,,,,,1518,167784,,,
2020,9,Curaçao,CUW,America,164100.0,,,,,,,,,,0,61,,,
2020,1,Curaçao,CUW,America,164100.0,,,,,,,,,,0,0,,,
2020,2,Curaçao,CUW,America,164100.0,,,,,,,,,,0,0,,,
2020,3,Curaçao,CUW,America,164100.0,,,,,,,,,,0,0,,,
2020,10,Zimbabwe,ZWE,Africa,1.4862927E7,,,,,,,,,,21,908,,,
2020,4,Curaçao,CUW,America,164100.0,,,,,,,,,,1,14,,,
2022,1,Turks and Caicos Islands,TCA,America,38718.0,,,,,,,,,,4,596,,,
2020,5,Curaçao,CUW,America,164100.0,,,,,,,,,,0,2,,,
2020,12,Zimbabwe,ZWE,Africa,1.4862927E7,,,,,,,,,,33,1576,,,
2020,6,Curaçao,CUW,America,164100.0,,,,,,,,,,0,6,,,
2020,11,Zimbabwe,ZWE,Africa,1.4862927E7,,,,,,,,,,15,489,,,
2020,7,Curaçao,CUW,America,164100.0,,,,,,,,,,0,3,,,
2020,8,Curaçao,CUW,America,164100.0,,,,,,,,,,0,6,,,
2020,11,Comoros,COM,Africa,869595.0,,,,,,,,,,0,58,,,
2019,9,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2020,10,Comoros,COM,Africa,869595.0,,,,,,,,,,0,35,,,
2022,1,Guatemala,GTM,America,1.7915567E7,,,,,,,,,,69,24751,,,
2019,7,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2020,12,Comoros,COM,Africa,869595.0,,,,,,,,,,0,66,,,
2020,9,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2019,8,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2020,8,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2020,7,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2020,6,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2020,5,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,4,,,
2020,4,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,7,,,
2019,1,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2020,3,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,1,,,
2019,2,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2020,2,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2020,1,Holy See (Vatican City State),VAT,Europe,809.0,,,,,,,,,,0,0,,,
2019,5,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
2019,6,Malta,MLT,,,,,,,,,,,,,,93.5,93.2,93.8
