Year,Mounth,Country,Unemp_total,Unemp_25_74,Unemp_15_24,Unemp_men,Unemp_women,Unemp_15_24_men,Unemp_15_24_women,Unemp_25_74_men,Unemp_25_74_women
2009,08,ITA,8.0,6.7,25.3,,,,,,
2009,08,LUX,5.0,4.1,16.2,,,,,,
2009,08,NLD,4.6,3.4,10.5,,,,,,
2009,08,PRT,11.8,10.4,24.8,,,,,,
2009,08,SVK,12.7,11.1,28.5,,,,,,
2009,08,ESP,18.2,15.9,39.7,,,,,,
2009,08,GBR,7.84742,5.735749,20.03345,,,,,,
2009,08,USA,9.6,8.241903,18.1,,,,,,
2009,08,EST,15.0,13.1,30.8,,,,,,
2009,08,LVA,19.5,17.1,36.1,,,,,,
2009,08,LTU,14.9,13.2,32.1,,,,,,
2009,08,SVN,6.5,5.5,14.4,,,,,,
2009,09,AUT,6.5,5.5,12.4,,,,,,
2009,09,BEL,8.0,6.6,22.0,,,,,,
2009,09,FIN,8.4,6.8,20.9,,,,,,
2009,09,FRA,9.3,7.4,25.5,,,,,,
2009,09,DEU,7.8,7.3,11.4,,,,,,
2009,09,GRC,9.6,8.3,25.7,,,,,,
2009,09,IRL,13.7,11.2,26.7,,,,,,
2009,09,ITA,8.3,6.7,26.5,,,,,,
2009,09,LUX,5.0,4.1,15.6,,,,,,
2009,09,NLD,4.7,3.5,10.8,,,,,,
2009,09,PRT,11.9,10.5,25.0,,,,,,
2009,09,SVK,13.2,11.5,29.7,,,,,,
2009,09,ESP,18.4,16.2,40.0,,,,,,
2009,09,GBR,7.868379,5.760459,20.14123,,,,,,
2009,09,USA,9.8,8.381866,18.4,,,,,,
2009,09,EST,14.6,13.0,29.2,,,,,,
2009,09,LVA,19.7,17.3,37.0,,,,,,
2009,09,LTU,15.4,13.7,32.6,,,,,,
2009,09,SVN,6.5,5.6,14.4,,,,,,
2009,10,AUT,6.0,5.1,11.3,,,,,,
2009,10,BEL,7.9,6.5,23.1,,,,,,
2009,10,FIN,9.2,7.2,23.7,,,,,,
2009,10,FRA,9.5,7.6,25.7,,,,,,
2009,10,DEU,7.7,7.2,11.3,,,,,,
2009,10,GRC,10.3,9.0,26.8,,,,,,
2009,10,IRL,13.8,11.2,27.2,,,,,,
2009,10,ITA,8.3,7.0,27.4,,,,,,
2009,10,LUX,5.0,4.1,16.3,,,,,,
2009,10,NLD,4.7,3.5,11.0,,,,,,
2009,10,PRT,11.9,10.4,26.5,,,,,,
2009,10,SVK,13.7,11.9,30.9,,,,,,
2009,10,ESP,18.6,16.5,39.2,,,,,,
2009,10,GBR,7.781222,5.758502,19.58647,,,,,,
2009,10,USA,10.0,8.551374,19.1,,,,,,
2009,10,EST,15.3,13.6,31.0,,,,,,
2009,10,LVA,20.0,17.6,37.7,,,,,,
2009,10,LTU,15.9,14.2,32.9,,,,,,
2009,10,SVN,6.5,5.6,13.9,,,,,,
2009,11,AUT,6.0,5.0,12.1,,,,,,
2009,11,BEL,8.0,6.6,23.1,,,,,,
2009,11,FIN,9.5,7.3,25.8,,,,,,
2009,11,FRA,9.6,7.7,25.6,,,,,,
2009,11,DEU,7.6,7.1,11.2,,,,,,
2009,11,GRC,10.9,9.4,29.2,,,,,,
2009,11,IRL,13.8,11.2,27.3,,,,,,
2009,11,ITA,8.4,7.0,26.6,,,,,,
2009,11,LUX,4.9,4.0,15.9,,,,,,
2009,11,NLD,4.9,3.6,11.3,,,,,,
2009,11,PRT,11.8,10.3,26.9,,,,,,
2009,11,SVK,14.1,12.2,32.0,,,,,,
2009,11,ESP,18.7,16.7,38.4,,,,,,
2009,11,GBR,7.772686,5.760875,19.52563,,,,,,
2009,11,USA,9.9,8.430908,19.2,,,,,,
2009,11,EST,15.9,14.5,29.2,,,,,,
2009,11,LVA,20.3,17.8,39.3,,,,,,
2009,11,LTU,16.3,14.7,33.6,,,,,,
2009,11,SVN,6.4,5.6,13.9,,,,,,
2009,12,AUT,5.4,4.7,9.8,,,,,,
2009,12,BEL,8.3,6.8,23.1,,,,,,
2009,12,FIN,8.5,6.5,23.0,,,,,,
2009,12,FRA,9.5,7.7,25.2,,,,,,
2009,12,DEU,7.5,7.0,11.0,,,,,,
2009,12,GRC,10.0,8.7,27.8,,,,,,
2009,12,IRL,13.8,11.1,27.5,,,,,,
2009,12,ITA,8.5,7.0,26.6,,,,,,
2009,12,LUX,4.8,4.0,15.6,,,,,,
2009,12,NLD,5.0,3.8,11.3,,,,,,
2009,12,PRT,11.9,10.3,27.5,,,,,,
2009,12,SVK,14.4,12.4,32.9,,,,,,
2009,12,ESP,18.9,16.9,38.7,,,,,,
2009,12,GBR,7.729149,5.704201,19.6067,,,,,,
2009,12,USA,9.9,8.458795,18.8,,,,,,
2009,12,EST,17.1,15.6,30.5,,,,,,
2009,12,LVA,20.6,17.8,40.8,,,,,,
2009,12,LTU,16.6,14.9,34.5,,,,,,
2009,12,SVN,6.4,5.7,13.9,,,,,,
2010,01,AUT,5.3,4.4,11.3,,,,,,
2010,01,BEL,8.6,7.0,24.6,,,,,,
2010,01,FIN,9.5,7.6,23.9,,,,,,
2010,01,FRA,9.4,7.6,25.0,,,,,,
2010,01,DEU,7.4,7.0,10.8,,,,,,
2010,01,GRC,11.2,9.8,28.7,,,,,,
2010,01,IRL,13.8,11.3,27.7,,,,,,
2010,01,ITA,8.6,7.2,27.2,,,,,,
2010,01,LUX,4.6,3.8,16.1,,,,,,
2010,01,NLD,5.1,3.9,11.5,,,,,,
2010,01,PRT,11.8,10.3,27.2,,,,,,
2010,01,SVK,15.0,13.0,33.8,,,,,,
2010,01,ESP,19.2,17.1,39.9,,,,,,
2010,01,GBR,7.919652,5.87564,19.88106,,,,,,
2010,01,USA,9.8,8.382592,18.8,,,,,,
2010,01,EST,17.8,15.9,34.7,,,,,,
2010,01,LVA,20.6,17.8,41.0,,,,,,
2010,01,LTU,16.7,14.8,35.7,,,,,,
2010,01,SVN,6.6,5.9,13.7,,,,,,
2010,02,AUT,5.3,4.4,10.8,,,,,,
2010,02,BEL,8.5,7.0,24.6,,,,,,
2010,02,FIN,8.9,6.8,24.5,,,,,,
2010,02,FRA,9.4,7.6,24.8,,,,,,
2010,02,DEU,7.3,6.9,10.7,,,,,,
2010,02,GRC,11.7,10.2,31.3,,,,,,
2010,02,IRL,13.7,11.3,27.3,,,,,,
2010,02,ITA,8.7,7.2,28.3,,,,,,
2010,02,LUX,4.7,3.8,16.6,,,,,,
2010,02,NLD,5.1,3.9,11.3,,,,,,
2010,02,PRT,12.1,10.5,27.5,,,,,,
2010,02,SVK,15.0,13.0,34.2,,,,,,
2010,02,ESP,19.3,17.3,39.8,,,,,,
2010,02,GBR,8.009586,5.902799,20.26289,,,,,,
2010,02,USA,9.8,8.441559,18.7,,,,,,
2010,02,EST,18.5,16.3,37.9,,,,,,
2010,02,LVA,20.5,17.7,40.8,,,,,,
2010,02,LTU,17.5,15.7,36.2,,,,,,
2010,02,SVN,6.7,6.0,13.7,,,,,,
2010,03,AUT,5.5,4.6,11.0,,,,,,
2010,03,BEL,8.5,7.0,24.6,,,,,,
2010,03,FIN,8.6,6.8,22.2,,,,,,
2010,03,FRA,9.3,7.5,24.8,,,,,,
2010,03,DEU,7.3,6.9,10.5,,,,,,
2010,03,GRC,11.2,9.9,29.2,,,,,,
2010,03,IRL,13.9,11.5,27.3,,,,,,
2010,03,ITA,8.6,7.2,26.9,,,,,,
2010,03,LUX,4.6,3.8,15.9,,,,,,
2010,03,NLD,5.1,3.9,11.3,,,,,,
2010,03,PRT,12.1,10.6,27.2,,,,,,
2010,03,SVK,15.0,13.0,34.4,,,,,,
2010,03,ESP,19.5,17.4,40.2,,,,,,
2010,03,GBR,7.952375,5.838247,20.17987,,,,,,
2010,03,USA,9.9,8.46244,18.8,,,,,,
2010,03,EST,18.8,16.4,39.4,,,,,,
2010,03,LVA,20.6,18.0,40.3,,,,,,
2010,03,LTU,17.8,16.0,36.1,,,,,,
2010,03,SVN,6.9,6.1,13.7,,,,,,
2010,04,AUT,5.5,4.8,10.1,,,,,,
2010,04,BEL,8.5,7.1,22.5,,,,,,
2010,04,FIN,8.6,6.8,22.0,,,,,,
2010,04,FRA,9.3,7.5,24.8,,,,,,
2010,04,DEU,7.2,6.8,10.3,,,,,,
2010,04,GRC,12.1,10.6,31.7,,,,,,
2010,04,IRL,14.2,11.9,27.0,,,,,,
2010,04,ITA,8.7,7.2,28.5,,,,,,
2010,04,LUX,4.5,3.7,15.9,,,,,,
2010,04,NLD,5.0,3.8,11.2,,,,,,
2010,04,PRT,12.5,11.0,27.6,,,,,,
2010,04,SVK,14.9,12.9,34.3,,,,,,
2010,04,ESP,19.8,17.7,40.9,,,,,,
2010,04,GBR,7.922887,5.81511,20.09389,,,,,,
2010,04,USA,9.9,8.379244,19.5,,,,,,
2010,04,EST,18.6,16.5,37.1,,,,,,
2010,04,LVA,20.5,18.4,37.5,,,,,,
2010,04,LTU,18.1,16.4,35.6,,,,,,
2010,04,SVN,7.2,6.3,16.5,,,,,,
2010,05,AUT,5.3,4.5,10.2,,,,,,
2010,05,BEL,8.5,7.1,22.5,,,,,,
2010,05,FIN,8.3,6.6,21.6,,,,,,
2010,05,FRA,9.3,7.5,24.9,,,,,,
2010,05,DEU,7.0,6.7,10.0,,,,,,
2010,05,GRC,12.4,10.9,32.7,,,,,,
2010,05,IRL,14.5,12.3,27.2,,,,,,
2010,05,ITA,8.7,7.2,28.8,,,,,,
2010,05,LUX,4.4,3.7,14.3,,,,,,
2010,05,NLD,5.0,3.8,11.2,,,,,,
2010,05,PRT,12.7,11.2,27.2,,,,,,
2010,05,SVK,14.7,12.8,34.1,,,,,,
2010,05,ESP,20.0,17.9,41.3,,,,,,
2010,05,GBR,7.852352,5.775673,19.87914,,,,,,
2010,05,USA,9.6,8.302204,18.1,,,,,,
2010,05,EST,17.7,15.6,36.6,,,,,,
2010,05,LVA,20.2,18.4,35.1,,,,,,
2010,05,LTU,18.2,16.6,35.4,,,,,,
2010,05,SVN,7.4,6.4,16.5,,,,,,
2010,06,AUT,5.3,4.5,10.7,,,,,,
2010,06,BEL,8.5,7.2,22.5,,,,,,
2010,06,FIN,8.7,6.8,22.5,,,,,,
2010,06,FRA,9.3,7.4,25.0,,,,,,
2010,06,DEU,6.9,6.6,9.8,,,,,,
2010,06,GRC,12.3,10.9,30.7,,,,,,
2010,06,IRL,14.4,12.2,27.2,,,,,,
2010,06,ITA,8.5,7.2,27.5,,,,,,
2010,06,LUX,4.4,3.8,14.6,,,,,,
2010,06,NLD,5.0,3.8,11.1,,,,,,
2010,06,PRT,12.9,11.2,30.6,,,,,,
2010,06,SVK,14.5,12.7,33.4,,,,,,
2010,06,ESP,20.0,17.9,41.6,,,,,,
2010,06,GBR,7.820323,5.779167,19.61622,,,,,,
2010,06,USA,9.4,8.056297,18.2,,,,,,
2010,06,EST,16.9,15.0,34.1,,,,,,
2010,06,LVA,19.8,18.1,33.4,,,,,,
2010,06,LTU,18.3,16.7,35.5,,,,,,
2010,06,SVN,7.4,6.5,16.5,,,,,,
2010,07,AUT,5.2,4.6,9.3,,,,,,
2010,07,BEL,8.5,7.2,21.2,,,,,,
2010,07,FIN,8.6,7.0,20.5,,,,,,
2010,07,FRA,9.2,7.4,25.1,,,,,,
2010,07,DEU,6.8,6.5,9.6,,,,,,
2010,07,GRC,12.9,11.2,34.2,,,,,,
2010,07,IRL,14.3,12.1,27.2,,,,,,
2010,07,ITA,8.4,7.0,27.2,,,,,,
2010,07,LUX,4.4,3.7,14.3,,,,,,
2010,07,NLD,5.0,3.9,11.0,,,,,,
2010,07,PRT,12.9,11.3,29.9,,,,,,
2010,07,SVK,14.4,12.5,33.3,,,,,,
2010,07,ESP,19.9,17.8,41.3,,,,,,
2010,07,GBR,7.782019,5.702748,19.78649,,,,,,
2010,07,USA,9.4,8.038282,18.4,,,,,,
2010,07,EST,16.0,14.3,31.8,,,,,,
2010,07,LVA,19.3,17.4,34.0,,,,,,
2010,07,LTU,18.3,16.7,36.0,,,,,,
2010,07,SVN,7.3,6.6,14.3,,,,,,
2010,08,AUT,5.2,4.2,11.4,,,,,,
2010,08,BEL,8.3,7.1,21.2,,,,,,
2010,08,FIN,8.5,6.7,22.0,,,,,,
2010,08,FRA,9.2,7.4,25.2,,,,,,
2010,08,DEU,6.8,6.5,9.4,,,,,,
2010,08,GRC,13.0,11.5,32.0,,,,,,
2010,08,IRL,14.5,12.3,27.3,,,,,,
2010,08,ITA,8.3,7.0,26.8,,,,,,
2010,08,LUX,4.4,3.8,14.2,,,,,,
2010,08,NLD,5.0,3.9,11.1,,,,,,
2010,08,PRT,13.0,11.4,29.4,,,,,,
2010,08,SVK,14.2,12.4,33.3,,,,,,
2010,08,ESP,20.0,17.9,41.8,,,,,,
2010,08,GBR,7.754646,5.755781,19.32505,,,,,,
2010,08,USA,9.5,8.201331,17.7,,,,,,
2010,08,EST,15.8,14.4,29.6,,,,,,
2010,08,LVA,19.1,17.0,35.5,,,,,,
2010,08,LTU,18.2,16.5,36.1,,,,,,
2010,08,SVN,7.4,6.7,14.3,,,,,,
2010,09,AUT,5.1,4.3,10.3,,,,,,
2010,09,BEL,8.2,7.0,21.2,,,,,,
2010,09,FIN,8.1,6.4,21.2,,,,,,
2010,09,FRA,9.2,7.4,25.0,,,,,,
2010,09,DEU,6.7,6.4,9.2,,,,,,
2010,09,GRC,13.2,11.7,34.0,,,,,,
2010,09,IRL,15.0,12.7,29.1,,,,,,
2010,09,ITA,8.4,7.0,28.3,,,,,,
2010,09,LUX,4.5,3.9,14.1,,,,,,
2010,09,NLD,5.0,3.9,11.0,,,,,,
2010,09,PRT,12.9,11.4,28.9,,,,,,
2010,09,SVK,14.2,12.2,34.7,,,,,,
2010,09,ESP,20.0,18.0,41.9,,,,,,
2010,09,GBR,7.897151,5.767734,20.20947,,,,,,
2010,09,USA,9.5,8.15712,17.9,,,,,,
2010,09,EST,15.4,14.0,28.3,,,,,,
2010,09,LVA,18.9,16.8,35.2,,,,,,
2010,09,LTU,18.0,16.4,36.0,,,,,,
2010,09,SVN,7.4,6.8,14.3,,,,,,
2010,10,AUT,5.2,4.6,8.6,,,,,,
2010,10,BEL,8.1,6.8,21.2,,,,,,
2010,10,FIN,8.3,6.4,22.1,,,,,,
2010,10,FRA,9.2,7.5,24.4,,,,,,
2010,10,DEU,6.7,6.4,9.1,,,,,,
2010,10,GRC,14.0,12.3,36.5,,,,,,
2010,10,IRL,15.6,13.1,30.3,,,,,,
2010,10,ITA,8.6,6.9,28.4,,,,,,
2010,10,LUX,4.6,4.0,14.4,,,,,,
2010,10,NLD,4.9,3.8,10.9,,,,,,
2010,10,PRT,12.6,11.2,27.9,,,,,,
2010,10,SVK,14.0,12.0,34.2,,,,,,
2010,10,ESP,20.1,18.0,42.5,,,,,,
2010,10,GBR,7.871097,5.727208,20.46743,,,,,,
2010,10,USA,9.4,7.986493,18.7,,,,,,
2010,10,EST,14.7,13.3,27.6,,,,,,
2010,10,LVA,18.5,16.7,33.9,,,,,,
2010,10,LTU,17.9,16.2,35.8,,,,,,
2010,10,SVN,7.6,7.0,14.6,,,,,,
2010,11,AUT,4.7,4.0,9.1,,,,,,
2010,11,BEL,7.9,6.6,21.2,,,,,,
2010,11,FIN,8.1,6.4,20.7,,,,,,
2010,11,FRA,9.2,7.5,24.3,,,,,,
2010,11,DEU,6.6,6.3,9.1,,,,,,
2010,11,GRC,14.2,12.6,35.7,,,,,,
2010,11,IRL,15.7,13.2,30.5,,,,,,
2010,11,ITA,8.4,6.9,28.0,,,,,,
2010,11,LUX,4.8,4.1,15.3,,,,,,
2010,11,NLD,4.9,3.8,10.8,,,,,,
2010,11,PRT,12.8,11.4,27.9,,,,,,
2010,11,SVK,13.9,11.9,33.8,,,,,,
2010,11,ESP,20.2,18.0,43.2,,,,,,
2010,11,GBR,7.863269,5.680459,20.58143,,,,,,
2010,11,USA,9.8,8.407711,18.5,,,,,,
2010,11,EST,13.9,12.8,24.1,,,,,,
2010,11,LVA,18.1,16.4,33.2,,,,,,
2010,11,LTU,17.6,15.9,35.3,,,,,,
2010,11,SVN,7.7,7.1,14.6,,,,,,
2010,12,AUT,4.8,4.2,8.9,,,,,,
2010,12,BEL,7.7,6.4,21.2,,,,,,
2010,12,FIN,8.6,6.7,22.1,,,,,,
2010,12,FRA,9.2,7.5,24.5,,,,,,
2010,12,DEU,6.5,6.2,9.0,,,,,,
2010,12,GRC,14.6,12.9,38.0,,,,,,
2010,12,IRL,15.6,13.2,30.3,,,,,,
2010,12,ITA,8.2,6.9,28.4,,,,,,
2010,12,LUX,4.8,4.1,15.3,,,,,,
2010,12,NLD,5.0,3.9,10.8,,,,,,
2010,12,PRT,12.7,11.3,27.6,,,,,,
2010,12,SVK,13.9,11.9,33.7,,,,,,
2010,12,ESP,20.4,18.2,43.6,,,,,,
2010,12,GBR,7.908611,5.713859,20.64209,,,,,,
2010,12,USA,9.3,7.997923,17.9,,,,,,
2010,12,EST,14.3,13.3,23.8,,,,,,
2010,12,LVA,17.6,15.9,32.9,,,,,,
2010,12,LTU,17.4,15.8,34.9,,,,,,
2010,12,SVN,7.9,7.2,14.6,,,,,,
2011,01,AUT,4.9,4.5,7.7,,,,,,
2011,01,BEL,7.3,6.1,18.6,,,,,,
2011,01,FIN,8.3,6.6,20.6,,,,,,
2011,01,FRA,9.2,7.4,24.7,,,,,,
2011,01,DEU,6.4,6.1,9.0,,,,,,
2011,01,GRC,15.0,13.3,38.1,,,,,,
2011,01,IRL,15.4,13.0,29.9,,,,,,
2011,01,ITA,8.2,6.7,29.1,,,,,,
2011,01,LUX,4.7,4.1,14.7,,,,,,
2011,01,NLD,4.9,3.9,10.5,,,,,,
2011,01,PRT,12.8,11.4,27.6,,,,,,
2011,01,SVK,13.9,12.0,33.6,,,,,,
2011,01,ESP,20.5,18.3,44.0,,,,,,
2011,01,GBR,7.80266,5.622344,20.47685,,,,,,
2011,01,USA,9.1,7.711343,18.1,,,,,,
2011,01,EST,14.3,13.5,21.8,,,,,,
2011,01,LVA,17.1,15.5,31.9,,,,,,
2011,01,LTU,17.2,15.6,33.4,,,,,,
2011,01,SVN,8.0,7.1,17.4,,,,,,
2011,02,AUT,5.5,4.4,12.2,,,,,,
2011,02,BEL,7.1,5.9,18.6,,,,,,
2011,02,FIN,8.1,6.4,20.2,,,,,,
2011,02,FRA,9.2,7.4,24.8,,,,,,
2011,02,DEU,6.2,5.9,8.9,,,,,,
2011,02,GRC,15.5,13.9,38.3,,,,,,
2011,02,IRL,15.1,12.8,29.2,,,,,,
2011,02,ITA,8.1,6.7,27.7,,,,,,
2011,02,LUX,4.7,4.1,14.4,,,,,,
2011,02,NLD,4.9,4.0,9.9,,,,,,
2011,02,PRT,12.8,11.4,27.3,,,,,,
2011,02,SVK,13.8,12.0,33.8,,,,,,
2011,02,ESP,20.6,18.4,44.5,,,,,,
2011,02,GBR,7.778467,5.64759,20.27185,,,,,,
2011,02,USA,9.0,7.641525,17.7,,,,,,
2011,02,EST,13.6,12.9,20.1,,,,,,
2011,02,LVA,17.0,15.3,32.0,,,,,,
2011,02,LTU,16.8,15.3,33.1,,,,,,
2011,02,SVN,8.1,7.1,17.4,,,,,,
2011,03,AUT,5.0,4.2,9.8,,,,,,
2011,03,BEL,6.9,5.8,18.6,,,,,,
2011,03,FIN,8.9,7.0,23.6,,,,,,
2011,03,FRA,9.1,7.4,24.5,,,,,,
2011,03,DEU,6.1,5.8,8.8,,,,,,
2011,03,GRC,16.1,14.2,41.6,,,,,,
2011,03,IRL,14.9,12.7,28.7,,,,,,
2011,03,ITA,8.1,6.7,27.7,,,,,,
2011,03,LUX,4.7,4.1,14.6,,,,,,
2011,03,NLD,4.8,3.9,9.4,,,,,,
2011,03,PRT,13.0,11.6,28.5,,,,,,
2011,03,SVK,13.8,11.9,34.1,,,,,,
2011,03,ESP,20.6,18.4,45.0,,,,,,
2011,03,GBR,7.716984,5.681192,19.70763,,,,,,
2011,03,USA,9.0,7.587791,17.6,,,,,,
2011,03,EST,13.5,12.9,19.8,,,,,,
2011,03,LVA,16.9,15.2,32.1,,,,,,
2011,03,LTU,16.5,14.9,33.5,,,,,,
2011,03,SVN,8.1,7.3,17.4,,,,,,
2011,04,AUT,4.9,4.1,9.8,,,,,,
2011,04,BEL,6.8,5.8,17.9,,,,,,
2011,04,FIN,7.6,6.0,19.5,,,,,,
2011,04,FRA,9.1,7.4,24.1,,,,,,
2011,04,DEU,6.0,5.6,8.7,,,,,,
2011,04,GRC,16.2,14.1,44.8,,,,,,
2011,04,IRL,14.9,12.8,28.5,,,,,,
2011,04,ITA,8.0,6.8,27.9,,,,,,
2011,04,LUX,4.7,4.0,14.9,,,,,,
2011,04,NLD,4.7,3.9,9.3,,,,,,
2011,04,PRT,13.0,11.6,27.6,,,,,,
2011,04,SVK,13.7,11.7,34.2,,,,,,
2011,04,ESP,20.6,18.3,44.8,,,,,,
2011,04,GBR,7.821959,5.73419,20.055,,,,,,
2011,04,USA,9.1,7.750722,17.6,,,,,,
2011,04,EST,12.8,12.1,19.5,,,,,,
2011,04,LVA,17.2,15.3,33.7,,,,,,
2011,04,LTU,16.0,14.4,34.8,,,,,,
2011,04,SVN,8.0,7.4,14.1,,,,,,
2011,05,AUT,4.9,4.0,10.6,,,,,,
2011,05,BEL,6.9,5.9,17.9,,,,,,
2011,05,FIN,7.7,6.0,19.8,,,,,,
2011,05,FRA,9.0,7.4,23.8,,,,,,
2011,05,DEU,5.9,5.6,8.6,,,,,,
2011,05,GRC,17.3,15.6,41.2,,,,,,
2011,05,IRL,15.0,13.0,28.5,,,,,,
2011,05,ITA,8.3,6.8,28.3,,,,,,
2011,05,LUX,4.8,4.1,15.3,,,,,,
2011,05,NLD,4.8,4.0,9.2,,,,,,
2011,05,PRT,13.1,11.7,28.5,,,,,,
2011,05,SVK,13.6,11.6,34.2,,,,,,
2011,05,ESP,20.6,18.4,45.0,,,,,,
2011,05,GBR,7.940033,5.76106,20.62588,,,,,,
2011,05,USA,9.0,7.73469,17.3,,,,,,
2011,05,EST,12.7,11.6,22.6,,,,,,
2011,05,LVA,17.0,15.2,33.2,,,,,,
2011,05,LTU,15.8,14.1,35.2,,,,,,
2011,05,SVN,8.0,7.4,14.1,,,,,,
2011,06,AUT,4.6,4.0,8.8,,,,,,
2011,06,BEL,7.1,6.0,17.9,,,,,,
2011,06,FIN,8.3,6.6,21.0,,,,,,
2011,06,FRA,9.1,7.5,23.7,,,,,,
2011,06,DEU,5.8,5.5,8.5,,,,,,
2011,06,GRC,17.0,15.0,44.5,,,,,,
2011,06,IRL,15.2,13.1,28.9,,,,,,
2011,06,ITA,8.3,6.8,29.1,,,,,,
2011,06,LUX,4.8,4.1,15.8,,,,,,
2011,06,NLD,4.7,3.8,9.5,,,,,,
2011,06,PRT,13.0,11.6,28.2,,,,,,
2011,06,SVK,13.5,11.6,33.3,,,,,,
2011,06,ESP,21.0,18.7,45.6,,,,,,
2011,06,GBR,8.012876,5.738791,21.27036,,,,,,
2011,06,USA,9.1,7.850813,17.1,,,,,,
2011,06,EST,12.7,11.7,22.2,,,,,,
2011,06,LVA,16.5,14.7,32.4,,,,,,
2011,06,LTU,15.6,14.0,34.5,,,,,,
2011,06,SVN,8.0,7.5,14.1,,,,,,
2011,07,AUT,4.3,3.6,8.5,,,,,,
2011,07,BEL,7.4,6.1,21.6,,,,,,
2011,07,FIN,8.1,6.2,21.1,,,,,,
2011,07,FRA,9.2,7.6,23.8,,,,,,
2011,07,DEU,5.8,5.4,8.4,,,,,,
2011,07,GRC,17.8,15.6,46.3,,,,,,
2011,07,IRL,15.5,13.5,29.3,,,,,,
2011,07,ITA,8.4,7.2,28.8,,,,,,
2011,07,LUX,4.9,4.1,17.6,,,,,,
2011,07,NLD,4.9,4.0,9.9,,,,,,
2011,07,PRT,13.1,11.5,29.9,,,,,,
2011,07,SVK,13.4,11.6,33.0,,,,,,
2011,07,ESP,21.3,19.1,46.2,,,,,,
2011,07,GBR,8.181446,5.828242,21.87768,,,,,,
2011,07,USA,9.0,7.682095,17.3,,,,,,
2011,07,EST,11.9,10.5,23.7,,,,,,
2011,07,LVA,15.8,14.1,30.8,,,,,,
2011,07,LTU,15.7,14.2,32.9,,,,,,
2011,07,SVN,8.1,7.4,15.5,,,,,,
2011,08,AUT,4.4,3.7,9.0,,,,,,
2011,08,BEL,7.5,6.2,21.6,,,,,,
2011,08,FIN,7.6,5.9,19.1,,,,,,
2011,08,FRA,9.3,7.7,23.7,,,,,,
2011,08,DEU,5.7,5.4,8.4,,,,,,
2011,08,GRC,19.1,17.2,45.1,,,,,,
2011,08,IRL,15.6,13.4,30.5,,,,,,
2011,08,ITA,8.6,7.2,29.0,,,,,,
2011,08,LUX,5.1,4.2,18.2,,,,,,
2011,08,NLD,4.9,4.0,9.8,,,,,,
2011,08,PRT,13.5,11.8,30.9,,,,,,
2011,08,SVK,13.4,11.7,32.7,,,,,,
2011,08,ESP,21.7,19.4,46.6,,,,,,
2011,08,GBR,8.332914,5.944102,22.30502,,,,,,
2011,08,USA,9.0,7.657529,17.4,,,,,,
2011,08,EST,11.2,9.7,24.0,,,,,,
2011,08,LVA,15.4,13.8,30.5,,,,,,
2011,08,LTU,15.4,14.0,31.9,,,,,,
2011,08,SVN,8.1,7.5,15.5,,,,,,
2011,09,AUT,4.4,3.9,7.9,,,,,,
2011,09,BEL,7.5,6.2,21.6,,,,,,
2011,09,FIN,7.9,6.1,20.9,,,,,,
2011,09,FRA,9.3,7.7,23.8,,,,,,
2011,09,DEU,5.7,5.3,8.3,,,,,,
2011,09,GRC,18.5,16.5,47.5,,,,,,
2011,09,IRL,15.7,13.5,29.9,,,,,,
2011,09,ITA,9.0,7.2,30.3,,,,,,
2011,09,LUX,5.0,4.1,18.0,,,,,,
2011,09,NLD,5.1,4.1,10.2,,,,,,
2011,09,PRT,13.9,12.2,31.7,,,,,,
2011,09,SVK,13.6,11.8,33.4,,,,,,
2011,09,ESP,22.1,19.8,47.4,,,,,,
2011,09,GBR,8.371708,5.97214,22.40921,,,,,,
2011,09,USA,9.0,7.739035,17.3,,,,,,
2011,09,EST,11.1,9.4,26.0,,,,,,
2011,09,LVA,15.3,13.7,29.9,,,,,,
2011,09,LTU,14.8,13.5,30.3,,,,,,
2011,09,SVN,8.4,7.7,15.5,,,,,,
2011,10,AUT,5.2,4.2,11.5,,,,,,
2011,10,BEL,7.2,6.2,16.6,,,,,,
2011,10,FIN,7.9,6.2,20.2,,,,,,
2011,10,FRA,9.3,7.7,24.0,,,,,,
2011,10,DEU,5.6,5.3,8.2,,,,,,
2011,10,GRC,20.3,18.1,49.8,,,,,,
2011,10,IRL,15.6,13.4,30.3,,,,,,
2011,10,ITA,8.9,7.8,30.1,,,,,,
2011,10,LUX,4.8,4.0,17.7,,,,,,
2011,10,NLD,5.2,4.3,10.3,,,,,,
2011,10,PRT,14.2,12.4,32.7,,,,,,
2011,10,SVK,13.7,12.0,33.5,,,,,,
2011,10,ESP,22.4,20.2,47.8,,,,,,
2011,10,GBR,8.467406,6.064497,22.49664,,,,,,
2011,10,USA,8.8,7.569958,16.7,,,,,,
2011,10,EST,11.6,10.1,25.1,,,,,,
2011,10,LVA,15.4,13.9,29.2,,,,,,
2011,10,LTU,14.0,12.6,30.5,,,,,,
2011,10,SVN,8.7,8.0,16.3,,,,,,
2011,11,AUT,5.3,4.7,9.0,,,,,,
2011,11,BEL,7.1,6.2,16.6,,,,,,
2011,11,FIN,7.2,5.7,18.1,,,,,,
2011,11,FRA,9.4,7.8,24.2,,,,,,
2011,11,DEU,5.6,5.2,8.2,,,,,,
2011,11,GRC,20.8,18.8,48.8,,,,,,
2011,11,IRL,15.8,13.5,30.7,,,,,,
